sentence	label
The iloperidone metabolite P95 represents 47.9% of the AUC of iloperidone and its metabolites in plasma at steady-state for extensive metabolizers (EM) and 25% for poor metabolizers (PM).	0
"In patients with at least 2 of the following characteristics: age greater than or equal to 80 years, body weight less than or equal to 60 kg, or serum creatinine greater than or equal to 1.5 mg/dL, the recommended dose is 2.5 mg orally twice daily."	0
"Calculation of creatinine clearance: Prior to the administration of the first dose, the patient's creatinine clearance must be calculated using the following formula: creatinine clearance (male) = (140-age) <U+00D7> actual body weight in kg 72 <U+00D7> serum creatinine (mg/dL) creatinine clearance (female) = (140-age) <U+00D7> actual body weight in kg <U+00D7> 0.85 72 <U+00D7> serum creatinine (mg/dL) When serum creatinine is given in <U+00B5>mol/L, divide the value by 88.4 (1 mg/dL = 88.4 <U+00B5>mol/L)."	0
"Given the primary CNS effects of escitalopram, caution should be used when it is taken in combination with other centrally acting drugs."	0
"45<U+00AE> (dihydroergotamine mesylate) Injection, USP may cause coronary artery vasospasm; patients who experience signs or symptoms suggestive of angina following its administration should, therefore, be evaluated for the presence of CAD or a predisposition to variant angina before receiving additional doses."	0
The increase in atorvastatin exposure when used clinically is likely to be higher than what was observed in this study.	0
"45<U+00AE> (dihydroergotamine mesylate) Injection, USP should not be given to patients with ischemic heart disease (angina pectoris, history of myocardial infarction, or documented silent ischemia) or to patients who have clinical symptoms or findings consistent with coronary artery vasospasm including Prinzmetal's variant angina."	0
Paliperidone is a weak inhibitor of P-glycoprotein (P-gp) at high concentrations.	0
Reproduction studies in rats at 20 times the expected maximum daily dose for humans showed no evidence of impaired fertility.	0
Fluoxetine After multiple doses of zolpidem tartrate and fluoxetine an increase in the zolpidem half-life (17%) was observed.	1
"After single doses of losartan administered orally, about 4% of the dose is excreted unchanged in the urine and about 6% is excreted in urine as active metabolite."	0
"Pediatrics In Study 1116, the presence of NS5A and NS5B resistance-associated polymorphisms did not impact treatment outcome; all pediatric subjects 12 years of age and older with baseline NS5A or NS5B nucleoside inhibitor resistance-associated polymorphisms (18%; 17/96) achieved SVR following 12 weeks treatment with HARVONI."	0
The pharmacokinetics of iloperidone is more than dose proportional.	0
A dose of 100mg inhibits the pressor effect by about 85% at peak with 25-40% inhibition persisting for 24hours.	0
"Further information, including a listing of blood glucose monitor compatibility information provided by the manufacturers of blood glucose monitors, is available by visiting www.glucosesafety.com or by calling Baxter Renal Clinical Help Line 1-888-RENAL-HELP."	0
Verapamil is approximately 90% bound to plasma proteins.	0
"Therefore, when DUTOPROL and non-steroidal anti- inflammatory agents are used concomitantly, the patient should be observed closely to determine if the desired effect of the diuretic is obtained."	0
"The findings from these studies are summarized below: A study based on Swedish national registry data demonstrated that infants exposed to paroxetine during pregnancy (n = 815) had an increased risk of cardiovascular malformations (2% risk in paroxetine-exposed infants) compared to the entire registry population (1% risk), for an odds ratio (OR) of 1.8 (95% confidence interval 1.1 to 2.8)."	0
Maintenance doses of aspirin above 100 mg reduce the effectiveness of BRILINTA and should be avoided .	0
"Concomitant administration of CRESTOR with medications that are inhibitors of these transporter proteins (e.g. cyclosporine, certain HIV protease inhibitors) may result in increased rosuvastatin plasma concentrations and an increased risk of myopathy."	0
Heart Failure: Worsening cardiac failure may occur.	0
"Caution should be used when prescribing other fibrates with simvastatin, as these agents can cause myopathy when given alone and the risk is increased when they are coadministered."	0
Feeding tubes composed of silicone or polyvinyl chloride (PVC) can be used.	0
"Because amiloride HCl is not metabolized by the liver, drug accumulation is not anticipated in patients with hepatic dysfunction, but accumulation can occur if the hepatorenal syndrome develops."	0
"In the rabbit study, increases in total resorptions and % post-implantation loss, and a decrease in the number of live fetuses per dam occurred at the highest dose tested."	0
The recommended dose is 2.5 mg or 10 mg administered as an intravenous bolus injection three times a day.	0
Marplan should not be used in patients with severe impairment of renal function.	0
Hold the EMEND for oral suspension pouch upright and shake the contents to the bottom before opening the pouch.	0
A causal relationship between PI therapy and these episodes has not been established.	0
Absorption of hydrochlorothiazide is impaired in the presence of anionic exchange resins.	1
Elderly outpatients with chronic insomnia were also evaluated in a 2-night sleep laboratory study involving doses of 5 mg and 10 mg.	0
"The most prominent effect is the negative chronotropic effect, giving a reduction in resting and exercise heart rate."	0
Valproic acid may be less effective due to decreased valproic acid plasma concentration in patients taking APTIVUS concomitantly.	1
Pregnancy/Non-Teratogenic Effects Thiazides cross the placental barrier and appear in cord blood.	0
Therapy with NORPRAMIN may be resumed 24 hours after the last dose of linezolid or intravenous methylene blue.	0
The recommended dosages are outlined in Table 1.	0
Only use glucose-specific monitors and test strips to measure blood glucose levels in patients using EXTRANEAL (icodextrin) Peritoneal Dialysis Solution.	0
"However, it is expected that such coadministration would produce additive prolongation of the QTc interval and, thus, such use is contraindicated."	0
"For patients who do not achieve a serum uric acid (sUA) less than 6 mg/dL after 2 weeks with 40 mg, ULORIC 80 mg is recommended."	0
Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus.	0
"Serious reactions, including elevated blood pressure and tachyarrhythmia, have been reported in patients with pheochromocytoma or a history of pheochromocytoma who received STRATTERA."	0
.	0
"Patients should be advised that taking SURMONTIL can cause mild pupillary dilation, which in susceptible individuals, can lead to an episode of angle closure glaucoma."	0
Reconstitution Tap the bottle to release the powder.	0
"Monitor the following laboratory tests in patients receiving PURIXAN: Complete blood counts (CBCs), transaminases, and bilirubin."	0
Effectiveness is well sustained during continued use.	0
Permanently discontinue CAPRELSA for severe skin reactions and refer the patient for urgent medical evaluation.	0
"Concomitant use of lidocaine with propofol, a hypnotic agent and CYP3A4 inhibitor, may increase lidocaine plasma levels by reducing lidocaine clearance."	1
"Metabolism and Elimination Following absorption, venlafaxine undergoes extensive presystemic metabolism in the liver, primarily to ODV, but also to N-desmethylvenlafaxine, N,O-didesmethylvenlafaxine, and other minor metabolites."	0
Enterohepatic recycling is suggested by secondary peaking of plasma doxazosin concentrations.	0
"In a patient who requires more urgent treatment of a psychiatric condition, other interventions, including hospitalization, should be considered."	0
Dihydroergotamine-induced intrauterine growth retardation has been attributed to reduced uteroplacental blood flow resulting from prolonged vasoconstriction of the uterine vessels and/or increased myometrial tone.	0
"However, coadministration of citalopram and the potent CYP3A4 inhibitor ketoconazole did not significantly affect the pharmacokinetics of citalopram."	0
Swallow the capsules whole with water.	0
"Autoimmune disorders (such as Graves<U+2019> disease, polymyositis, and Guillain-Barr<U+00E9> syndrome) have also been reported to occur in the setting of immune reconstitution, however, the time to onset is more variable, and can occur many months after initiation of treatment."	0
Studies at clinically relevant doses in humans have demonstrated that paroxetine blocks the uptake of serotonin into human platelets.	0
"CYP2B6, CYP2C9, CYP3A4 and CYP3A5 appeared to be the major contributing enzymes in the formation of R(-)-methamphetamine from selegiline, with CYP2A6 having a minor role."	0
"For pediatric patients with known or suspected renal dysfunction, lower starting doses should be considered combined with frequent monitoring of digoxin levels."	0
"Chlorpromazine prolongs and intensifies the action of CNS depressants such as anesthetics, barbiturates and narcotics."	0
"While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition."	0
"Similarly, at least 1week should elapse between the discontinuation of Marplan and initiation of another MAO inhibitor or dibenzazepine-related entity, or the readministration of Marplan."	0
"There is evidence that treatment with phenytoin leads to decrease intestinal absorption of LASIX , and consequently to lower peak serum furosemide concentrations ."	1
"Nitritoid reactions ( symptoms include facial flushing , nausea , vomiting and hypotension ) have been reported rarely in patients on therapy with injectable gold ( sodium aurothiomalate ) and concomitant ACE inhibitor therapy including VASOTEC ."	0
"Hydrochlorothiazide After oral administration of hydrochlorothiazide, diuresis begins within 2 hours, peaks in about 4 hours and lasts about 6 to 12 hours."	0
Diltiazem: Bradycardia with coadministration (7.3).	0
"Take CYMBALTA once daily, with or without food."	0
Dosing every 12 hours results in trough plasma concentrations which are approximately one-half of those at peak.	0
Absorption:Iloperidone is well absorbed after administration of the tablet with peak plasma concentrations occurring within 2 to 4 hours; while the relative bioavailability of the tablet formulation compared to oral solution is 96%.	0
May result in significantly reduced serum cortisol concentrations.	0
APTIVUS must be co-administered with ritonavir to exert its therapeutic effect.	0
Most patients receiving the combination of two RAS inhibitors do not obtain any additional benefit compared to monotherapy.	0
Verapamil has been given concomitantly with short- and long-acting nitrates without any undesirable drug interactions.	0
Convulsions were reported in patients with and without a prior history of seizures.	0
"Zanaflex should be used with caution in patients with renal insufficiency (creatinine clearance < 25 mL/min), as clearance is reduced by more than 50%."	0
Tolerance has not been observed to develop in long term therapy.	0
The risks of using clomipramine in combination with other drugs have not been systematically evaluated.	0
"P-gp Inhibitors The dose of SAMSCA may have to be reduced when SAMSCA is co-administered with P-gp inhibitors, e.g., cyclosporine [see Dosage and Administration (2.3), Drug Interactions (7.1)]."	0
ACCURETIC should be used cautiously in patients receiving concomitant therapy with other antihypertensives.	0
"A patient Medication Guide about <U+201C>Antidepressant Medicines, Depression and other Serious Mental Illness, and Suicidal Thoughts or Actions<U+201D> is available for clomipramine hydrochloride."	0
"By this endpoint, significant slowing of disease was seen, with regression in 23% of patients treated with lovastatin compared to 11% of placebo patients."	0
Anaphylactoid reactions have also been reported in patients undergoing low-density lipoprotein apheresis with dextran sulfate absorption.	0
"Continued depression of the myocardium with beta-blockers can, in some patients, precipitate cardiac failure."	0
"Excretion Risperidone and its metabolites are eliminated via the urine and, to a much lesser extent, via the feces."	0
"If oligohydramnios is observed, discontinue TARKA, unless it is considered lifesaving for the mother."	0
"If not used immediately, in-use storage times and conditions prior to use are the responsibility of the user and should not be longer than 24 hours at 2<U+00B0> to 8<U+00B0>C (36<U+00B0> to 46<U+00B0>F)."	0
"Abiraterone is a substrate of CYP3A4, in vitro."	0
Coadministration of phenytoin or phenobarbital and REYATAZ without ritonavir is not recommended.	0
"Its metabolite, salicylic acid, is highly bound to plasma proteins, but its binding is concentration-dependent (nonlinear)."	0
"Cases of hepatosplenic T-cell lymphoma have been reported in patients treated with mercaptopurine for inflammatory bowel disease (IBD), an unapproved use."	0
"Absorption: Following oral administration, peak concentrations (Cmax) of telmisartan are reached in 0.5 to 1 hour after dosing."	0
Responses to postganglionic cholinergic nerve stimulation also may be inhibited by atropine but this occurs less readily than with responses to injected (exogenous) choline esters.	0
Rifampin reduced plasma concentrations of carvedilol by about 70%.	1
"Dosage can then be increased by increments of up to 20mg/week, if needed and tolerated, to a maximum recommended dosage of 60mg/day."	0
"Protect the patient<U+2019>s airway, establish an intravenous line and initiate gastric decontamination."	0
Renal insufficiency The pharmacokinetics of irbesartan were not altered in patients with renal impairment or in patients on hemodialysis.	0
Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus.	0
Distribution Clozapine is approximately 97% bound to serum proteins.	0
"If community rates of INH resistance are currently less than 4%, an initial treatment regimen with less than four drugs may be considered."	0
The increase in atorvastatin exposure when used clinically is likely to be higher than what was observed in this study.	0
"If it is not possible to discontinue the interacting drug, perform cardiac monitoring frequently."	0
"The co-administration of alcohol (i.e., ethanol) with olanzapine potentiated the orthostatic hypotension observed with olanzapine."	0
"Ziprasidone is primarily cleared via three metabolic routes to yield four major circulating metabolites, benzisothiazole (BITP) sulphoxide, BITP-sulphone, ziprasidone sulphoxide, and S-methyldihydroziprasidone."	0
Discontinuation of cimetidine in well controlled patients receiving tricyclic antidepressants and cimetidine may decrease the plasma levels and efficacy of the antidepressants.	1
"A patient Medication Guide about <U+201C>Antidepressant Medicines, Depression and other Serious Mental Illness, and Suicidal Thoughts or Actions<U+201D> is available for PEXEVA<U+00AE> (paroxetine mesylate)."	0
"In a 4-week, placebo-controlled trial of VYVANSE in patients ages 6 to 12 years old with ADHD, there was a dose-related decrease in weight in the VYVANSE groups compared to weight gain in the placebo group."	0
"Patients with coronary artery disease, who are being treated with COREG, should be advised against abrupt discontinuation of therapy."	0
"In patients with severe renal tubular acidosis or chronic diarrheal syndrome where urinary citrate may be very low (<100 mg/day), potassium citrate extended-release tablets may be relatively ineffective in raising urinary citrate."	0
Please note that aspirin is not to be administered concomitantly with coumarin anticoagulants.	0
REVATIO Injection: The pharmacokinetic profile of REVATIO has been characterized following intravenous administration.	0
"In patients with chronic stable angina, intravenous administration of 10 mg did not significantly alter A-H and H-V conduction and sinus node recovery time after pacing."	0
The absolute oral bioavailability of perindopril is about 75%.	0
"It inhibits the activity of such diverse agents as histamine, 5-hydroxytryptamine, and acetylcholine."	0
"Serious hemorrhagic events, including fatalities, occurred in patients treated with CAPRELSA."	0
"Therefore, monitor serum lithium levels during concomitant use."	0
Protease Inhibitors and Reverse Transcriptase Inhibitors.	0
"The usual dose of Triamterene and Hydrochlorothiazide Tablets 75 mg/50 mg is one tablet daily, with appropriate monitoring of serum potassium."	0
"In rabbits, at a maternal dose of 240 mg/kg/day, no drug was detected in fetal plasma 1 hour after dosing."	0
It is important to increase dosage until symptoms are controlled.	0
Anaphylactoid Reactions During Membrane Exposure Anaphylactoid reactions have been reported in patients dialyzed with high-flux membranes and treated concomitantly with an ACE inhibitor.	0
Zanaflex can cause anaphylaxis.	0
"For patients chronically taking potent inducers of CYP3A , such as rifampin , avoid use of ADCIRCA see Drug Interactions ( 7.2 ) and Clinical Pharmacology ( 12.3 ) ."	0
The CLOZARIL dose should be increased to the original dose when coadministration of strong CYP1A2 inhibitors is discontinued.	1
Switching from ELIQUIS to anticoagulants other than warfarin (oral or parenteral): Discontinue ELIQUIS and begin taking the new anticoagulant other than warfarin at the usual time of the next dose of ELIQUIS.	0
"If BREVIBLOC is used in the setting of pheochromocytoma , give it in combination with an alpha-blocker , and only after the alpha-blocker has been initiated ."	0
"Antidepressants increased the risk compared to placebo of suicidal thinking and behavior (suicidality) in children, adolescents, and young adults in short-term studies of major depressive disorder (MDD) and other psychiatric disorders."	0
"It is unaltered AHA in the urine that provides the therapeutic effect, but the precise concentration of AHA in urine that is necessary to inhibit urease is incompletely delineated."	0
The possibility of this happening can be minimized by allowing a washout period before initiating nefazodone therapy and by reducing the initial dose of nefazodone.	0
Doses in excess of 5 mg daily have not been studied in pediatric patients.	0
"In patients with an activated renin-angiotensin system, such as volume- or salt-depleted patients (e.g., those being treated with high doses of diuretics), symptomatic hypotension may occur after initiation of therapy with MICARDIS."	0
"In plasma, terbinafine is greater than 99% bound to plasma proteins and there are no specific binding sites."	0
Twelve metabolites have been identified in plasma; all except norverapamil are present in trace amounts only.	0
Inhaled beta agonist: Salmeterol <U+2191> salmeterol Coadministration of salmeterol with REYATAZ is not recommended.	0
"Rarely, patients, usually those receiving a beta blocker, have developed heart failure after beginning PROCARDIA."	0
"Immune reconstitution syndrome has been reported in patients treated with combination antiretroviral therapy, including PREZISTA."	0
"Renal Impairment: Renal disease has no influence on the plasma concentrations or LDL-C reduction of LIPITOR; thus, dose adjustment in patients with renal dysfunction is not necessary."	0
"Effect of Food In healthy adults a high-fat/heavy meal prolonged the absorption of zaleplon compared to the fasted state, delaying tmax by approximately 2 hours and reducing Cmax by approximately 35%."	1
Plasma levels of t-PA are reduced when coadministered with nitroglycerin .	1
These reactions have also been reported in patients who have recently discontinued that drug and have been started on an MAOI.	0
Approximately 25% of an orally administered apixaban dose is recovered in urine and feces as metabolites.	0
Cmax and AUC are each 4-fold greater in patients with Childs-Pugh A disease.	0
SULAR is substrate of CYP3A4 and coadministration of SULAR with any known inducer or inhibitor of CYP3A4 should be avoided in general.	0
Sinus bradycardia resulting in hospitalization and pacemaker insertion has been reported in association with the use of clonidine concomitantly with diltiazem or verapamil.	0
The evidence for efficacy of mercaptopurine in children with ALL is derived from the published literature and clinical experience.	0
"Therefore, concomitant use of these medications is contraindicated."	0
Electroconvulsive Therapy (ECT)<U+2014> There are no clinical studies of the combined use of ECT and paroxetine.	0
IV IV OralAdult patients who weigh less than 40 kg should receive half of the oral maintenance dose.	0
Patients in all studies had moderate to severe OCD (DSM-IIIR) with mean baseline ratings on the Yale Brown Obsessive Compulsive Scale (YBOCS) total score ranging from 23 to 26.	0
Treatment of familial Mediterranean fever <U+2013> co-administration of colchicine in patients on PREZISTA/ritonavir: maximum daily dose of 0.6 mg (may be given as 0.3 mg twice a day).	0
"Plasma concentrations of angiotensin I and angiotensin II, and plasma renin activity (PRA), increased in a dose-dependent manner after single and repeated administration of candesartan cilexetil to healthy subjects, hypertensive, and heart failure patients."	0
There was essentially no change in average heart rate in losartan-treated patients in controlled trials.	0
"Ziprasidone at a dose of 20 mg twice daily did not affect the pharmacokinetics of concomitantly administered oral contraceptives, ethinyl estradiol (0.03 mg) and levonorgestrel (0.15 mg)."	0
"Lotensin is contraindicated inpatients: who are hypersensitive to benazepril or to any other ACEinhibitor with a history of angioedema with or without previous ACE inhibitortreatment Lotensin is contraindicated in combination with a neprilysin inhibitor (e.g., sacubitril)."	0
"Based on drug interaction studies conducted with INVIRASE/ritonavir, no clinically significant effect was observed for saquinavir when coadministered with fosamprenavir."	0
"Single doses of cholestyramine and colestipol resins bind the hydrochlorothiazide and reduce its absorption in the gastrointestinal tract by up to 85 percent and 43 percent, respectively."	1
"In addition, the mean protein binding was found to be lower in the severe hepatic impairment group compared to the normal hepatic function group, which resulted in a two-fold increase in the fraction of free drug in patients with severe hepatic impairment."	0
Dosing in pediatric patients less than 6 kg is not recommended.	0
"In the subgroup of Black patients (n=533; 6% of the LIFE study patients), there were 29 primary endpoints among 263 patients on atenolol (11%, 26 per 1000 patient-years) and 46 primary endpoints among 270 patients (17%, 42 per 1000 patient-years) on losartan potassium tablets."	0
Elimination/Excretion Levomilnacipran and its metabolites are eliminated primarily by renal excretion.	0
The use of alcohol and other CNS depressants may increase the risk of such behaviors.	0
"Based on findings from animal studies and its mechanism of action, Tasigna can cause fetal harm when administered to a pregnant woman."	0
Other reported clinical experience has not identified differences in responses between the elderly and younger patients.	0
Subgroup analyses did not indicate that there were any differences in treatment outcomes as a function of age or gender.	0
"During initiation of therapy, the patient should be cautioned to avoid situations such as driving or hazardous tasks, where injury could result should syncope occur."	0
Benazepril is almost completely metabolized to benazeprilat by cleavage of the ester group (primarily in liver).	0
Refer to the quetiapine prescribing information for recommendations on adverse reaction monitoring.	0
Monitoring frequency can be reduced to monthly during continued use if no clinically significant changes are noted.	0
Absorption and Distribution Paroxetine hydrochloride is completely absorbed after oral dosing of a solution of the hydrochloride salt.	0
Excessive doses can result in hypotension.	0
No significant interactions were found between nisoldipine and warfarin of digoxin.	0
Combination of these drugs with simvastatin is contraindicated.	0
Tadalafil is also marketed as CIALIS .	0
"In adult placebo-controlled clinical trials across indications from baseline to endpoint, CYMBALTA treatment was associated with mean increases of 0.5mm Hg in systolic blood pressure and 0.8mm Hg in diastolic blood pressure compared to mean decreases of 0.6mm Hg systolic and 0.3mm Hg diastolic in placebo-treated patients."	0
"Co-administration of verapamil with everolimus in 16 healthy volunteers increased the Cmax and AUC of everolimus by 130% and 250%, respectively."	1
Insulin: Patients with insulin-dependent diabetes may require modification of insulin dosage following initiation of treatment with EXTRANEAL.	0
"Therefore, caution should be exercised when using these combinations and the patients should be carefully monitored."	0
"Nevertheless, caution is indicated in the co-administration of TCAs with any of the SSRIs and also in switching from one class to the other."	0
"In steady-state dose proportionality studies involving elderly and nonelderly patients, at doses of 20 mg to 40 mg daily for the elderly and 20 mg to 50 mg daily for the nonelderly, some nonlinearity was observed in both populations, again reflecting a saturable metabolic pathway."	0
"However, the syndrome can develop, although much less commonly, after relatively brief treatment periods at low doses."	0
"Like all ACE inhibitors, trandolaprilat also has a prolonged terminal elimination phase, involving a small fraction of administered drug, probably representing binding to plasma and tissue ACE."	0
"In hemodynamic studies, TIKOSYN had no effect on cardiac output, cardiac index, stroke volume index, or systemic vascular resistance in patients with ventricular tachycardia, mild to moderate congestive heart failure or angina, and either normal or low left ventricular ejection fraction."	0
The enantiomer ratios of the two isomers of fluvastatin in hepatic impairment patients were comparable to those observed in healthy subjects.	0
Geriatric Pharmacokinetics <U+2014> The disposition of single doses of fluoxetine in healthy elderly subjects (>65years of age) did not differ significantly from that in younger normal subjects.	0
Careful monitoring of serum theophylline concentrations in patients receiving DIFLUCAN and theophylline is recommended.	0
"Dual Blockade of the Renin-Angiotensin System (RAS): Dual blockade of the RAS with angiotensin receptor blockers, ACE inhibitors, or aliskiren is associated with increased risks of hypotension, hyperkalemia, and changes in renal function (including acute renal failure) compared to monotherapy."	0
"<U+2022> ACIPHEX is contraindicated in patients with known hypersensitivity to rabeprazole, substituted benzimidazoles, or to any component of the formulation."	0
Discontinuation of LUVOX CR Capsules should be considered in patients with symptomatic hyponatremia and appropriate medical intervention should be instituted.	0
"Potential of Fingolimod and Fingolimod-phosphate to Induce its Own and/or the Metabolism of Comedications Fingolimod was examined for its potential to induce human CYP3A4, CYP1A2, CYP4F2, and MDR1 (P-glycoprotein) mRNA and CYP3A, CYP1A2, CYP2B6, CYP2C8, CYP2C9, CYP2C19, and CYP4F2 activity in primary human hepatocytes."	0
"Angle Closure Glaucoma: Avoid use of antidepressants, including ZOLOFT, in patients with untreated anatomically narrow angles."	0
"Patients and physicians should be aware, however, that oligohydramnios may not appear until after the fetus has sustained irreversible injury."	0
Dosing adjustments in patients with mild to moderate renal impairment are not necessary.	0
Warfarin: Multiple oral doses of Zaleplon (20 mg q24h for 13 days) did not affect the pharmacokinetics of warfarin (R+)- or (S-)-enantiomers or the pharmacodynamics (prothrombin time) following a single 25-mg oral dose of warfarin.	0
"No evidence of a mutagenic potential of atenolol was uncovered in the dominant lethal test (mouse), in vivo cytogenetics test (Chinese hamster) or Ames test (S typhimurium)."	0
Total daily dose should not exceed 6 mg. (2.3) Should not be taken within 3 hours of a meal.	0
"Following administration of non-liposomal irinotecan (i.e., irinotecan HCl), patients receiving concomitant ketoconazole, a CYP3A4 andUGT1A1 inhibitor, have increased exposure to irinotecan and its active metabolite SN-38."	1
"Immune System Effects on Immune Cell Numbers in the Blood In a study in which 12 subjects received GILENYA 0.5 mg daily, the lymphocyte count decreased to approximately 60% of baseline within 4 to 6 hours after the first dose."	0
Patients should be cautioned about potential additive effects of Silenor used in combination with CNS depressants or sedating antihistamines.	0
"Absorption After oral administration of therapeutic doses, peak plasma levels of CARDURA occur at about 2<U+2013>3 hours."	0
Reduce dose of digoxin by half or discontinue digoxin.	0
The recommended starting dose of ULORIC is 40 mg once daily.	0
"The concomitant administration of quinidine and nortriptyline may result in a significantly longer plasma half-life, higher AUC, and lower clearance of nortriptyline."	1
"Non-Steroidal Anti-Inflammatory Agents including Selective Cyclooxygenase-2 Inhibitors (COX-2 Inhibitors): In patients who are elderly, volume-depleted (including those on diuretic therapy), or with compromised renal function, co-administration of NSAIDs, including selective COX-2 inhibitors, with angiotensin II receptor antagonists, including telmisartan, may result in deterioration of renal function, including possible acute renal failure."	0
Effect of AUBAGIO on oral contraceptives AUBAGIO may increase the systemic exposures of ethinylestradiol and levonorgestrel.	1
Sample Dilutions and Infusion Rates to Provide a Dosage of 0.1 Micrograms per Kilogram of Body Weight per Minute Add 1 ampoule (500 micrograms) alprostadil to: Approximate Concentration of resulting solution (micrograms/mL) Infusion rate (mL/min per kg of body weight) Example: To provide 0.1 micrograms/kilogram of body weight per minute to an infant weighing 2.8 kilograms using a solution of 1 ampoule PROSTIN VR PEDIATRIC in 100 mL of saline or dextrose: INFUSION RATE = 0.02 mL/min per kg <U+00D7> 2.8 kg = 0.056 mL/min or 3.36 mL/hr.	0
Leukopenia does not correlate with therapeutic effect; therefore the dose should not be increased intentionally to lower the white blood cell count.	0
The mean baseline LDL<U+2011>C value was 253.1mg/dL (range: 171-379mg/dL) in the MEVACOR group compared to 248.2mg/dL (range: 158.5-413.5mg/dL) in the placebo group.	0
"Select a concentration for the solution of FLOLAN that is compatible with the infusion pump being used with respect to minimum and maximum flow rates, reservoir capacity, and the infusion pump criteria listed below."	0
Patients with a history of a clinically significant low WBC or drug induced leukopenia/neutropenia should have their complete blood count (CBC) monitored frequently during the first few months of therapy and discontinuation of ORAP should be considered at the first sign of a clinically significant decline in WBC in the absence of other causative factors.	0
"In patients with known or suspected pheochromocytoma, initiate an <U+03B1>-blocker prior to the use of any <U+03B2>-blocker."	0
"Other Agents Antiarrhythmics:bepridil, lidocaine(systemic) and quinidine <U+2191> antiarrhythmic agents concentration Caution is warranted and therapeutic concentration monitoring is recommended for antiarrhythmics when coadministered with CRIXIVAN."	0
"There has been a long-standing concern, however, that antidepressants may have a role in inducing worsening of depression and the emergence of suicidality in certain patients during the early phases of treatment."	0
Patients should be advised of the following issues and asked to alert their prescribers if these occur while taking nortriptyline hydrochloride.	0
Children(N = 10) Adolescent (N = 17) Adolescent (N = 13) Adult (N = 16) AUC 0-12 (ng<U+2022>h/mL/kg) 155.1 (160.9) 43.9 (27.9) 69.6 (46.6) 59.4 (40.9) Cmax (ng/mL/kg) 14.8 (14.9) 4.2 (2.6) 6.7 (4.2) 5.7 (3.9) Cmin (ng/mL/kg) 11 (11.9) 2.9 (2) 4.8 (3.8) 4.6 (3.2) TABLE 5 COMPARISON OF MEAN (SD) FLUVOXAMINE PHARMACOKINETIC PARAMETERS BETWEEN MALE AND FEMALE CHILDREN (6 TO 11 YEARS) Pharmacokinetic Parameter (body weight corrected) Dose = 200 mg/day (100 mg b.i.d.)	0
"To minimize dose-independent hazards, it is usually appropriate to begin therapy with TARKA only after a patient has either (a) failed to achieve the desired antihypertensive effect with one or the other monotherapy at its respective maximally recommended dose and shortest dosing interval, or (b) the dose of one or the other monotherapy cannot be increased further because of dose-limiting side effects."	0
"Symptoms include unexplained fever, dyspnea, hypoxia, pulmonary infiltrates, pleural or pericardial effusion, weight gain, peripheral edema, hypotension, renal insufficiency, hepatopathy and multi-organ dysfunction."	0
Specific Populations Renal Insufficiency Telmisartan: No dosage adjustment is necessary in patients with decreased renal function.	0
"The mechanism by which fingolimod exerts therapeutic effects in multiple sclerosis is unknown, but may involve reduction of lymphocyte migration into the central nervous system."	0
No formal studies have been performed in patients with severe hepatic impairment and nebivolol should be contraindicated for these patients.	0
Nisoldipine is relatively well absorbed into the systemic circulation with 87% of the radiolabeled drug recovered in urine and feces.	0
"Antagonism of some of these receptors is thought to be associated with various sedative, cardiovascular, anticholinergic, and extrapyramidal effects of some psychotropic drugs."	0
"Selegiline (the drug substance of EMSAM) is an irreversible inhibitor of monoamine oxidase (MAO), a ubiquitous intracellular enzyme."	0
There is no clinical experience to reverse bleeding with the use of 4-factor PCC products in individuals who have received ELIQUIS.	0
"General Anesthetics <U+2013> Little is known about the potential for interaction between nefazodone and general anesthetics; therefore, prior to elective surgery, nefazodone hydrochloride should be discontinued for as long as clinically feasible."	0
Gender A single-dose study involving 12 healthy male and 12 healthy female volunteers revealed no sex-related differences in the pharmacokinetic parameters of bupropion.	0
"Trandolapril Component Following oral administration of trandolapril, the absolute bioavailability of trandolapril is approximately 10% as trandolapril and 70% as trandolaprilat."	0
"Antiarrhythmic Amiodarone, dronedarone, flecainide, propafenone, quinidine Potential for cardiac arrhythmias."	0
NSAID use may lead to increased risk of renal impairment and loss of antihypertensive effect (7).	0
"Furthermore, whenever one of these other drugs is withdrawn from cotherapy, an increased dose of tricyclic antidepressant may be required."	0
Maximum observed plasma concentrations are reached within 30 to 120 minutes (median 60 minutes) of oral dosing in the fasted state.	0
Meperidine is contraindicated in patients who are receiving monoamine oxidase (MAO) inhibitors or those who have recently received such agents.	0
The safety of nefazodone in long-term use is supported by data from both double-blind and open-label trials involving more than 250 patients treated for at least one year.	0
"Surgery/Anesthesia: In patients undergoing major surgery or during anesthesia with agents that produce hypotension, PRINIVIL may block angiotensin II formation secondary to compensatory renin release."	0
Elimination of ziprasidone is mainly via hepatic metabolism with a mean terminal half-life of about 7 hours within the proposed clinical dose range.	0
"The duration of separation depends upon the absorption characteristics of the medication concomitantly administered, such as the time to reach peak systemic levels and whether the drug is an immediate-release or an extended-release product."	0
